symbol,display,company,pages,ok,listing_status,currency,price,previous_close,ytd_return_pct,market_cap_local,market_cap_usd,market_time,as_of,quote_url,chart_url,error
MOD,MOD,MOD,ai-passives;bottleneck-sectors;market-snapshot,True,,USD,266.83,133.51,89.5,14070000000.0,14070000000.0,2026-05-01T20:00:02+00:00,2026-05-04,https://finance.yahoo.com/quote/MOD/,https://query1.finance.yahoo.com/v8/finance/chart/MOD?range=ytd&interval=1d,
MPWR,MPWR,Monolithic Power Systems,ai-passives;companies,True,,USD,1583.48,906.36,69.12,77777000000.0,77777000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/MPWR/,https://query1.finance.yahoo.com/v8/finance/chart/MPWR?range=ytd&interval=1d,
MRK.DE,MRK,Merck KGaA,companies,True,,EUR,109.6,122.6,-9.65,47847000000.0,56086253400.0,2026-05-04T09:16:56+00:00,2026-05-04,https://finance.yahoo.com/quote/MRK.DE/,https://query1.finance.yahoo.com/v8/finance/chart/MRK.DE?range=ytd&interval=1d,
MRVL,MRVL,Marvell Technology,ai-passives;bottleneck-sectors;companies;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,164.95,84.98,84.53,144242000000.0,144242000000.0,2026-05-01T20:00:00+00:00,2026-05-04,https://finance.yahoo.com/quote/MRVL/,https://query1.finance.yahoo.com/v8/finance/chart/MRVL?range=ytd&interval=1d,
MSFT,MSFT,Microsoft,robotics;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,414.195,483.62,-12.42,3077000000000.0,3077000000000.0,2026-05-01T20:00:05+00:00,2026-05-04,https://finance.yahoo.com/quote/MSFT/,https://query1.finance.yahoo.com/v8/finance/chart/MSFT?range=ytd&interval=1d,
MTRN.TA,MTRN.TA,Maytronics,scaling,True,,ILA,316.2,408.0,-20.63,,,2026-05-04T08:43:36+00:00,2026-05-04,https://finance.yahoo.com/quote/MTRN.TA/,https://query1.finance.yahoo.com/v8/finance/chart/MTRN.TA?range=ytd&interval=1d,
MTRS.ST,MTRS,Munters,bottleneck-sectors;companies;market-snapshot,True,,SEK,206.3,171.9,6.73,,,2026-05-04T09:31:57+00:00,2026-05-04,https://finance.yahoo.com/quote/MTRS.ST/,https://query1.finance.yahoo.com/v8/finance/chart/MTRS.ST?range=ytd&interval=1d,
MTSI,MTSI,MACOM Technology Solutions,ai-passives;companies,True,,USD,284.18,171.28,62.43,21317000000.0,21317000000.0,2026-05-01T20:00:00+00:00,2026-05-04,https://finance.yahoo.com/quote/MTSI/,https://query1.finance.yahoo.com/v8/finance/chart/MTSI?range=ytd&interval=1d,
MU,MU,Micron Technology,ai-passives;beneficiaries;bottleneck-sectors;companies;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,542.21,285.41,71.9,583219000000.0,583219000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/MU/,https://query1.finance.yahoo.com/v8/finance/chart/MU?range=ytd&interval=1d,
MXL,MXL,MaxLinear,companies,True,,USD,77.18,17.43,316.96,6911000000.0,6911000000.0,2026-05-01T20:00:01+00:00,2026-05-04,https://finance.yahoo.com/quote/MXL/,https://query1.finance.yahoo.com/v8/finance/chart/MXL?range=ytd&interval=1d,
NBIS,NBIS,NBIS,beneficiaries;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,USD,154.49,83.705,71.75,39089000000.0,39089000000.0,2026-05-01T20:00:00+00:00,2026-05-04,https://finance.yahoo.com/quote/NBIS/,https://query1.finance.yahoo.com/v8/finance/chart/NBIS?range=ytd&interval=1d,
NCC.L,NCC.L,NCC Group plc,scaling,True,,GBp,128.6,139.2,-4.32,,,2026-05-01T16:07:17+00:00,2026-05-04,https://finance.yahoo.com/quote/NCC.L/,https://query1.finance.yahoo.com/v8/finance/chart/NCC.L?range=ytd&interval=1d,
NESN.SW,SIX: NESN,Nestlé,carbon-vs-silicon,True,,CHF,78.47,78.74,2.66,,,2026-05-04T09:15:52+00:00,2026-05-04,https://finance.yahoo.com/quote/NESN.SW/,https://query1.finance.yahoo.com/v8/finance/chart/NESN.SW?range=ytd&interval=1d,
NEX.PA,NEX,Nexans,ai-passives,True,,EUR,159.7,125.8,24.47,,,2026-05-04T09:19:22+00:00,2026-05-04,https://finance.yahoo.com/quote/NEX.PA/,https://query1.finance.yahoo.com/v8/finance/chart/NEX.PA?range=ytd&interval=1d,
NKT.CO,NKT,NKT,ai-passives,True,,DKK,953.0,798.5,15.66,,,2026-05-04T09:29:25+00:00,2026-05-04,https://finance.yahoo.com/quote/NKT.CO/,https://query1.finance.yahoo.com/v8/finance/chart/NKT.CO?range=ytd&interval=1d,
NOFR.TA,NOFR.TA,O.Y. Nofar Energy,scaling,True,,ILA,19090.0,11210.0,55.2,,,2026-05-04T09:15:46+00:00,2026-05-04,https://finance.yahoo.com/quote/NOFR.TA/,https://query1.finance.yahoo.com/v8/finance/chart/NOFR.TA?range=ytd&interval=1d,
NOK,NOK,NOK,bottleneck-sectors;market-snapshot,True,,USD,13.3,6.47,104.3,74248000000.0,74248000000.0,2026-05-01T20:01:02+00:00,2026-05-04,https://finance.yahoo.com/quote/NOK/,https://query1.finance.yahoo.com/v8/finance/chart/NOK?range=ytd&interval=1d,
